the location of the crime, 124, char, 2
211670.637241583, 211670.770486708, 100.0, 1.0, i
211671.370590833, 211672.019383083, 14.0574989318848, 4.0, i i
211671.370590833, 211672.019383083, 14.0574989318848, 4.0, i n
211672.754043958, 211672.819426708, -5.0, 4.0, i o
211672.920780208, 211672.986260917, -5.0, 4.0, i m
211673.070991292, 211673.152878125, -5.0, 4.0, i p
211673.270803667, 211673.353025458, -5.0, 4.0, i l
211674.07088875, 211674.737335167, 11.0874996185303, 4.0, i li
211675.504341292, 211675.902878167, 11.4174995422363, 4.0, i lii
211675.504341292, 211675.902878167, 11.4174995422363, 4.0, i lik
211677.087970458, 211677.737846917, 3.08500003814697, 4.0, i lika
211677.087970458, 211677.737846917, 3.08500003814697, 4.0, i likb
211678.48775, 211678.571057792, -5.0, 4.0, i lik
211678.671085917, 211678.736514625, -5.0, 4.0, i likc
211678.821279458, 211678.887907292, -5.0, 4.0, i likd
211678.971161833, 211679.053233958, -5.0, 4.0, i like
211680.588224167, 211680.671151792, -0.957499980926514, 4.0, i likea
211680.588224167, 211680.671151792, -0.957499980926514, 4.0, i likeb
211681.137926458, 211681.220047458, -5.0, 4.0, i like
211682.4380855, 211682.637870458, 0.115000247955322, 4.0, i like a
211682.4380855, 211682.637870458, 0.115000247955322, 4.0, i like b
211684.288325417, 211684.353544417, -0.875, 4.0, i like ba
211685.671710042, 211686.705045042, 15.2124996185303, 4.0, i like bao
211685.671710042, 211686.705045042, 15.2124996185303, 4.0, i like bap
211687.555095292, 211687.588313542, -5.0, 4.0, i like ban
211687.688377333, 211687.771841833, -5.0, 4.0, i like baq
211687.871753208, 211687.937111375, -5.0, 4.0, i like bam
211688.055034583, 211688.120635625, -5.0, 4.0, i like bar
211689.288657333, 211690.220680542, 15.1300010681152, 4.0, i like baro
211691.822069417, 211692.555443292, 17.1925010681152, 4.0, i like baroq
211693.855487667, 211694.405507833, 20.3274993896484, 4.0, i like baroqu
211695.272459667, 211695.454278, 7.21000003814697, 4.0, i like baroqui
211695.272459667, 211695.454278, 7.21000003814697, 4.0, i like baroqug
211696.422295583, 211696.48765575, -5.0, 4.0, i like baroqu
211696.572312125, 211696.654370917, -5.0, 4.0, i like baroquf
211696.722633667, 211696.787672417, -5.0, 4.0, i like baroquh
211696.855715875, 211696.937784, -5.0, 4.0, i like baroque
211698.355845458, 211698.471219458, 0.0325002670288086, 4.0, i like baroquea
211698.355845458, 211698.471219458, 0.0325002670288086, 4.0, i like baroqueb
211699.82125225, 211699.904575083, -5.0, 4.0, i like baroque
211700.005841, 211700.071233917, -5.0, 4.0, i like baroquec
211702.755029958, 211702.8725535, 100.0, 1.0, i like baroque
211704.739610708, 211704.971475917, 4.32250022888184, 4.0, i like baroquea
211704.739610708, 211704.971475917, 4.32250022888184, 4.0, i like baroquei
211705.656285083, 211705.704944, -5.0, 4.0, i like baroque
211706.989714708, 211707.123067667, 0.0325002670288086, 4.0, i like baroque a
211708.456666042, 211709.371898708, 12.0774993896484, 4.0, i like baroque ai
211708.456666042, 211709.371898708, 12.0774993896484, 4.0, i like baroque al
211710.705202292, 211710.773187292, -5.0, 4.0, i like baroque ak
211710.856523708, 211710.938646542, -5.0, 4.0, i like baroque am
211711.006820792, 211711.071957375, -5.0, 4.0, i like baroque aj
211711.13995625, 211711.205397542, -5.0, 4.0, i like baroque an
211712.290012042, 211712.906729958, 5.23000049591064, 4.0, i like baroque ana
211712.290012042, 211712.906729958, 5.23000049591064, 4.0, i like baroque ani
211713.523458, 211713.605408375, -5.0, 4.0, i like baroque an
211713.690199167, 211713.755538167, -5.0, 4.0, i like baroque ane
211713.82370425, 211713.888826875, -5.0, 4.0, i like baroque and
211714.939994833, 211715.105665625, 4.40499973297119, 4.0, i like baroque anda
211714.939994833, 211715.105665625, 4.40499973297119, 4.0, i like baroque andi
211716.023564333, 211716.1223375, -5.0, 4.0, i like baroque and
211717.257164333, 211717.840327417, 3.00250053405762, 4.0, i like baroque and a
211717.257164333, 211717.840327417, 3.00250053405762, 4.0, i like baroque and b
211718.540396042, 211718.622457, -5.0, 4.0, i like baroque and
211718.707035208, 211718.772542, -5.0, 4.0, i like baroque and c
211719.940700333, 211720.607107542, 9.10750007629395, 4.0, i like baroque and ci
211719.940700333, 211720.607107542, 9.10750007629395, 4.0, i like baroque and ch
211721.473889125, 211721.539351875, -5.0, 4.0, i like baroque and cj
211721.640665625, 211721.705989458, -5.0, 4.0, i like baroque and cg
211722.09066725, 211722.172690708, -5.0, 4.0, i like baroque and ck
211722.240740875, 211722.322853667, -5.0, 4.0, i like baroque and cf
211722.390783333, 211722.472892583, -5.0, 4.0, i like baroque and cl
211722.540780542, 211722.622686, -5.0, 4.0, i like baroque and ce
211722.840835917, 211722.90604075, -5.0, 4.0, i like baroque and cl
211725.541007167, 211725.657615667, -0.875, 4.0, i like baroque and cla
211726.640979167, 211727.806560458, 18.1000003814697, 4.0, i like baroque and clar
211726.640979167, 211727.806560458, 18.1000003814697, 4.0, i like baroque and clas
211728.9412065, 211729.157594583, 100.0, 1.0, i like baroque and cla
211728.9412065, 211729.49106325, 100.0, 1.0, i like baroque and cl
211730.324509542, 211730.589908792, 9.68499946594238, 4.0, i like baroque and cli
211732.25795075, 211732.308065625, 100.0, 1.0, i like baroque and cl
211732.874588125, 211733.1413985, 0.445000171661377, 4.0, i like baroque and cla
211733.991420958, 211735.857041708, 19.1725006103516, 4.0, i like baroque and clat
211733.991420958, 211735.857041708, 19.1725006103516, 4.0, i like baroque and clas
211736.908351375, 211738.307082917, 18.1824989318848, 4.0, i like baroque and class
211739.341891542, 211739.841789458, 9.02500057220459, 4.0, i like baroque and classi
211740.758624583, 211741.125309708, 4.48750019073486, 4.0, i like baroque and classia
211740.758624583, 211741.125309708, 4.48750019073486, 4.0, i like baroque and classii
211741.675186792, 211741.741829333, -5.0, 4.0, i like baroque and classi
211741.841894833, 211741.907367583, -5.0, 4.0, i like baroque and classid
211741.9920715, 211742.042214875, -5.0, 4.0, i like baroque and classic
211742.142033167, 211742.19065125, -5.0, 4.0, i like baroque and classie
211742.875266375, 211743.123955875, -5.0, 4.0, i like baroque and classic
211745.22556625, 211745.525542542, 3.00250053405762, 4.0, i like baroque and classica
211746.808950167, 211747.574595125, 11.1700000762939, 4.0, i like baroque and classicai
211746.808950167, 211747.574595125, 11.1700000762939, 4.0, i like baroque and classicak
211748.724410917, 211748.807838583, -5.0, 4.0, i like baroque and classicaj
211748.90920925, 211748.942514125, -5.0, 4.0, i like baroque and classical
211749.042418167, 211749.092582833, -5.0, 4.0, i like baroque and classicam
211749.292520833, 211749.357798875, -5.0, 4.0, i like baroque and classicah
211749.925773833, 211750.174583792, -5.0, 4.0, i like baroque and classican
211750.875787125, 211751.091284125, -5.0, 4.0, i like baroque and classicah
211751.942479542, 211752.457968958, -5.0, 4.0, i like baroque and classicam
211752.826170708, 211753.191398875, -5.0, 4.0, i like baroque and classical
211755.309574708, 211755.3913275, -0.875, 4.0, i like baroque and classicala
211755.309574708, 211755.3913275, -0.875, 4.0, i like baroque and classicalb
211756.059520667, 211756.124952625, -5.0, 4.0, i like baroque and classical
211757.593060792, 211758.026243833, 12.1599998474121, 4.0, i like baroque and classical i
211757.593060792, 211758.026243833, 12.1599998474121, 4.0, i like baroque and classical l
211758.70972275, 211758.7751225, -5.0, 4.0, i like baroque and classical m
211759.37660025, 211760.241652208, 19.6674995422363, 4.0, i like baroque and classical mt
211759.37660025, 211760.241652208, 19.6674995422363, 4.0, i like baroque and classical mu
211761.926634208, 211762.391796083, 20.2449989318848, 4.0, i like baroque and classical muu
211761.926634208, 211762.391796083, 20.2449989318848, 4.0, i like baroque and classical mut
211763.21000925, 211763.29199125, -5.0, 4.0, i like baroque and classical muv
211763.376743458, 211763.442011875, -5.0, 4.0, i like baroque and classical mus
211764.377105333, 211764.827061417, 8.03500080108643, 4.0, i like baroque and classical musi
211766.07692275, 211766.376868792, 3.25, 4.0, i like baroque and classical musia
211766.07692275, 211766.376868792, 3.25, 4.0, i like baroque and classical music
he is still on our team, 84, char, 5
211770.443866292, 211770.82722825, 9.02500057220459, 4.0, i
211770.443866292, 211770.82722825, 9.02500057220459, 4.0, h
211771.994063667, 211772.343886292, 5.23000049591064, 4.0, ha
211771.994063667, 211772.343886292, 5.23000049591064, 4.0, hi
211773.12728125, 211773.192746958, -5.0, 4.0, h
211773.294084792, 211773.359397542, -5.0, 4.0, he
211774.444283417, 211775.67753175, 1.02250003814697, 4.0, hea
211774.444283417, 211775.67753175, 1.02250003814697, 4.0, heb
211776.094095542, 211776.160825875, -5.0, 4.0, he
211777.528087625, 211778.094284792, 7.21000003814697, 4.0, he i
211779.14444725, 211780.343293125, 21.3999996185303, 4.0, he iv
211779.14444725, 211780.343293125, 21.3999996185303, 4.0, he iu
211781.027834, 211781.0932085, -5.0, 4.0, he iw
211781.194529167, 211781.244398625, -5.0, 4.0, he it
211781.328215125, 211781.394533, -5.0, 4.0, he ix
211781.477874625, 211781.526824583, -5.0, 4.0, he is
211782.728087125, 211782.861554583, 0.0325002670288086, 4.0, he isa
211782.728087125, 211782.861554583, 0.0325002670288086, 4.0, he isb
211783.461236333, 211783.5433765, -5.0, 4.0, he is
211784.827964, 211785.778126875, 17.3575000762939, 4.0, he is r
211784.827964, 211785.778126875, 17.3575000762939, 4.0, he is q
211786.378302208, 211786.426924542, -5.0, 4.0, he is s
211787.261660542, 211788.977175458, 19.0900001525879, 4.0, he is ss
211787.261660542, 211788.977175458, 19.0900001525879, 4.0, he is st
211790.0788185, 211790.511841042, 9.60249996185303, 4.0, he is sti
211791.461933125, 211791.994021458, 11.2525005340576, 4.0, he is stii
211791.461933125, 211791.994021458, 11.2525005340576, 4.0, he is stik
211792.778711083, 211792.86059125, -5.0, 4.0, he is stil
211793.36217675, 211793.828845958, 11.0874996185303, 4.0, he is stili
211793.36217675, 211793.828845958, 11.0874996185303, 4.0, he is stilk
211794.977416958, 211795.060859167, -5.0, 4.0, he is stilj
211795.178947292, 211795.228827125, -5.0, 4.0, he is still
211796.945589833, 211797.027598542, -0.957499980926514, 4.0, he is stilla
211796.945589833, 211797.027598542, -0.957499980926514, 4.0, he is stillb
211797.745692833, 211797.810968917, -5.0, 4.0, he is still
211798.929095292, 211799.645818333, 13.4799995422363, 4.0, he is still i
211798.929095292, 211799.645818333, 13.4799995422363, 4.0, he is still m
211800.212373792, 211800.262349875, -5.0, 4.0, he is still n
211800.395856, 211800.445687125, -5.0, 4.0, he is still l
211800.545752542, 211800.611158917, -5.0, 4.0, he is still o
211801.362330792, 211801.79444375, 11.0874996185303, 4.0, he is still oi
211801.362330792, 211801.79444375, 11.0874996185303, 4.0, he is still ok
211802.811354, 211802.862657292, -5.0, 4.0, he is still oj
211802.962747458, 211803.029466042, -5.0, 4.0, he is still ol
211803.1126915, 211803.177970542, -5.0, 4.0, he is still om
211803.24604275, 211803.312562708, -5.0, 4.0, he is still oh
211803.379302125, 211803.461530042, -5.0, 4.0, he is still on
211805.446184875, 211805.544744042, 0.279999732971191, 4.0, he is still ona
211805.446184875, 211805.544744042, 0.279999732971191, 4.0, he is still onb
211806.112937333, 211806.162804083, -5.0, 4.0, he is still on
211807.229633667, 211807.878249292, 11.2525005340576, 4.0, he is still on i
211807.229633667, 211807.878249292, 11.2525005340576, 4.0, he is still on k
211808.729661458, 211808.795075208, -5.0, 4.0, he is still on l
211808.879758417, 211808.946462375, -5.0, 4.0, he is still on j
211809.0130955, 211809.079742667, -5.0, 4.0, he is still on m
211809.146406167, 211809.228515708, -5.0, 4.0, he is still on h
211809.279696917, 211809.361781958, -5.0, 4.0, he is still on n
211809.413078792, 211809.478408875, -5.0, 4.0, he is still on g
211809.929680167, 211809.995154042, -5.0, 4.0, he is still on o
211810.77989925, 211811.795100667, 20.0799999237061, 4.0, he is still on ou
211812.813445667, 211814.295484958, 17.1100006103516, 4.0, he is still on ouq
211812.813445667, 211814.295484958, 17.1100006103516, 4.0, he is still on our
211815.896974458, 211816.045823, 2.25999975204468, 4.0, he is still on oura
211815.896974458, 211816.045823, 2.25999975204468, 4.0, he is still on ourb
211816.530155792, 211816.59564325, -5.0, 4.0, he is still on our
211817.397163958, 211818.445822625, 16.7800006866455, 4.0, he is still on our q
211817.397163958, 211818.445822625, 16.7800006866455, 4.0, he is still on our p
211819.197002833, 211819.263637542, -5.0, 4.0, he is still on our r
211819.347016917, 211819.412480625, -5.0, 4.0, he is still on our o
211819.480639333, 211819.562411458, -5.0, 4.0, he is still on our s
211819.613696333, 211819.695928958, -5.0, 4.0, he is still on our n
211819.747186125, 211819.829265667, -5.0, 4.0, he is still on our t
211820.880498083, 211821.297206333, 3.08500003814697, 4.0, he is still on our ta
211820.880498083, 211821.297206333, 3.08500003814697, 4.0, he is still on our tb
211822.013960208, 211822.079378167, -5.0, 4.0, he is still on our t
211822.147374083, 211822.212812875, -5.0, 4.0, he is still on our tc
211822.280605458, 211822.362735625, -5.0, 4.0, he is still on our td
211822.430630125, 211822.497069833, -5.0, 4.0, he is still on our te
211823.26394975, 211823.463933542, 1.43499994277954, 4.0, he is still on our tea
211824.730799667, 211825.280748417, 11.0050010681152, 4.0, he is still on our teai
211824.730799667, 211825.280748417, 11.0050010681152, 4.0, he is still on our teak
211826.047372958, 211826.129466958, -5.0, 4.0, he is still on our teaj
211826.197504333, 211826.26429725, -5.0, 4.0, he is still on our teal
211826.330804125, 211826.429510583, -5.0, 4.0, he is still on our team
what you see is what you get, 140, char, 6
211831.514465875, 211832.196745292, 26.1849994659424, 4.0, z
211831.514465875, 211832.196745292, 26.1849994659424, 4.0, y
211832.964554708, 211833.046577375, -5.0, 4.0, x
211833.131739875, 211833.19656475, -5.0, 4.0, w
211834.398120667, 211835.130088542, 7.62249946594238, 4.0, wi
211834.398120667, 211835.130088542, 7.62249946594238, 4.0, wg
211836.083983458, 211836.114719833, -5.0, 4.0, w
211836.214881417, 211836.279982125, -5.0, 4.0, wh
211837.11460475, 211837.297046208, 4.48750019073486, 4.0, wha
211838.18160975, 211839.963930875, 19.0075016021729, 4.0, whas
211838.18160975, 211839.963930875, 19.0075016021729, 4.0, what
211841.48190275, 211841.647264292, 2.17750024795532, 4.0, whata
211841.48190275, 211841.647264292, 2.17750024795532, 4.0, whatb
211842.181876792, 211842.247190875, -5.0, 4.0, what
211843.332111958, 211844.180846167, 23.4624996185303, 4.0, what x
211843.332111958, 211844.180846167, 23.4624996185303, 4.0, what y
211845.198808333, 211846.214247333, 18.1000003814697, 4.0, what yr
211845.198808333, 211846.214247333, 18.1000003814697, 4.0, what ys
211847.015475542, 211847.080837542, -5.0, 4.0, what yq
211847.165588667, 211847.230890542, -5.0, 4.0, what yt
211847.299169417, 211847.365657708, -5.0, 4.0, what yp
211847.415464625, 211847.498957333, -5.0, 4.0, what yu
211847.548789958, 211847.647636125, -5.0, 4.0, what yo
211848.549106, 211849.581180208, 19.0075016021729, 4.0, what yos
211848.549106, 211849.581180208, 19.0075016021729, 4.0, what yot
211850.215673375, 211850.282351917, -5.0, 4.0, what yor
211850.399821167, 211850.497776708, -5.0, 4.0, what you
211851.64930125, 211851.764524083, 2.59000015258789, 4.0, what youa
211851.64930125, 211851.764524083, 2.59000015258789, 4.0, what youb
211852.232463375, 211852.28242975, -5.0, 4.0, what you
211853.016006, 211854.014690875, 21.3999996185303, 4.0, what you v
211853.016006, 211854.014690875, 21.3999996185303, 4.0, what you u
211854.582602375, 211854.664886, -5.0, 4.0, what you w
211854.749384458, 211854.816322208, -5.0, 4.0, what you t
211854.916012208, 211854.964743083, -5.0, 4.0, what you x
211855.051848125, 211855.114810125, -5.0, 4.0, what you s
211855.68281725, 211856.032764833, 4.15750026702881, 4.0, what you sa
211855.68281725, 211856.032764833, 4.15750026702881, 4.0, what you si
211856.7994215, 211856.881482625, -5.0, 4.0, what you s
211856.966403458, 211857.031503417, -5.0, 4.0, what you sc
