find a nearby parking spot, 124, char, 1
231587.971796083, 231588.222172667, 5.47749996185303, 4.0, i cannot believe i ate the whole the
231588.588810333, 231589.205398958, 15.3775005340576, 4.0, i cannot believe i ate the whole then
231589.488658167, 231589.737779833, 6.38500022888184, 4.0, i cannot believe i ate the whole there
231589.488658167, 231589.737779833, 6.38500022888184, 4.0, i cannot believe i ate the whole these
231590.605763167, 231590.687658417, -5.0, 4.0, i cannot believe i ate the whole where
231590.789306667, 231590.854413458, -5.0, 4.0, i cannot believe i ate the whole thing
she wears too much makeup, 41, word, 37
231592.989315583, 231593.872541458, 20.1625003814697, 4.0, u
231594.105924333, 231594.422516958, 5.14750003814697, 4.0, we
231594.688925, 231594.905933458, 7.375, 4.0, the
231594.688925, 231594.905933458, 7.375, 4.0, see
231595.539339917, 231595.622537542, -5.0, 4.0, she
231596.572751375, 231598.406072417, 23.0500011444092, 4.0, she x
231598.656194625, 231598.906198542, 6.22000026702881, 4.0, she we
231599.206142375, 231599.489771583, 3.25, 4.0, she the
231599.789742958, 231600.80629225, 14.0574989318848, 4.0, she when
231601.02285875, 231601.355008708, 23.5450000762939, 4.0, she widow
231601.02285875, 231601.355008708, 23.5450000762939, 4.0, she years
231602.0898675, 231602.189703333, -5.0, 4.0, she weeks
231602.43976725, 231602.522994792, -5.0, 4.0, she seems
231602.7564245, 231602.855089375, -5.0, 4.0, she teams
231603.006292, 231603.089873292, -5.0, 4.0, she scary
231603.206627792, 231603.28865575, -5.0, 4.0, she yeast
231603.473134125, 231603.538561375, -5.0, 4.0, she sadly
231603.939818, 231604.021846208, -5.0, 4.0, she wears
231604.89001475, 231605.740011125, 19.1725006103516, 4.0, she wears t
231605.989804958, 231606.339976333, 16.2024993896484, 4.0, she wears to
231606.589654292, 231606.871978958, 20.4099998474121, 4.0, she wears not
231606.589654292, 231606.871978958, 20.4099998474121, 4.0, she wears you
231607.573338292, 231607.672140833, -5.0, 4.0, she wears row
231607.756839708, 231607.855469083, -5.0, 4.0, she wears try
231607.923557542, 231608.00552075, -5.0, 4.0, she wears now
231608.073464667, 231608.155720583, -5.0, 4.0, she wears top
231608.340241667, 231608.405637792, -5.0, 4.0, she wears too
231609.506955208, 231610.05706025, 13.3150005340576, 4.0, she wears too i
231610.273239917, 231610.623502708, 18.0174999237061, 4.0, she wears too or
231610.873319, 231611.323715833, 3.41499996185303, 4.0, she wears too lsc
231611.673669333, 231611.97357525, 7.04500007629395, 4.0, she wears too much
231612.840441583, 231613.707058333, 18.1824989318848, 4.0, she wears too much s
231613.973897375, 231614.17392575, 2.17750024795532, 4.0, she wears too much of
231614.47364025, 231614.873664, 10.1800003051758, 4.0, she wears too much see
231615.140342333, 231615.3738105, 6.05500030517578, 4.0, she wears too much said
231615.640270333, 231616.740843208, 18.2649993896484, 4.0, she wears too much takes
231616.973763292, 231618.373935, 15.0475006103516, 4.0, she wears too much random
231616.973763292, 231618.373935, 15.0475006103516, 4.0, she wears too much region
231619.5561825, 231619.64076475, -5.0, 4.0, she wears too much seldom
231619.740858292, 231619.82301825, -5.0, 4.0, she wears too much refers
231619.924301667, 231619.989677, -5.0, 4.0, she wears too much makeup
please take a bath this month, 36, word, 38
231621.958070083, 231622.891146958, 14.0574989318848, 4.0, i
231623.174472167, 231623.507894833, 14.1399993896484, 4.0, on
231623.807615583, 231624.257923125, 7.29250049591064, 4.0, old
231624.591020208, 231624.95782075, 5.14750003814697, 4.0, once
231625.27440525, 231625.891366417, 18.3474998474121, 4.0, older
231626.107718542, 231627.074701625, 5.80749988555908, 4.0, please
231628.091610917, 231628.974893875, 18.1824989318848, 4.0, please s
231629.274878083, 231629.474923875, 2.25999975204468, 4.0, please of
231629.724600042, 231631.591383333, 13.0675010681152, 4.0, please san
231631.857980292, 231632.075123667, 4.32250022888184, 4.0, please same
231631.857980292, 231632.075123667, 4.32250022888184, 4.0, please said
231632.658345125, 231632.724966, -5.0, 4.0, please take
231633.391968208, 231633.608199208, 3.08500003814697, 4.0, please take a
231634.675224083, 231635.058581292, 3.00250053405762, 4.0, please take a a
231635.375067708, 231635.591990333, 1.10500001907349, 4.0, please take a ca
231635.975308042, 231636.725575125, 16.3674983978271, 4.0, please take a can
231636.975039125, 231637.342070583, 9.60249996185303, 4.0, please take a dark
231636.975039125, 231637.342070583, 9.60249996185303, 4.0, please take a bank
231637.958693958, 231638.040788292, -5.0, 4.0, please take a care
231638.442120375, 231638.540791208, -5.0, 4.0, please take a cash
231638.70885975, 231638.790884583, -5.0, 4.0, please take a case
231638.892051583, 231638.957456917, -5.0, 4.0, please take a call
231639.042203875, 231639.092146042, -5.0, 4.0, please take a came
231639.325508833, 231639.407512708, -5.0, 4.0, please take a base
231639.675417792, 231639.725297042, -5.0, 4.0, please take a carl
231639.942178792, 231640.040958333, -5.0, 4.0, please take a bath
231641.259280667, 231642.725826417, 20.0799999237061, 4.0, please take a bath u
231642.908842125, 231643.192325667, 4.07499980926514, 4.0, please take a bath we
231643.375503708, 231643.675755875, 11.0050010681152, 4.0, please take a bath tel
231643.958868583, 231644.591274167, 15.3775005340576, 4.0, please take a bath well
231643.958868583, 231644.591274167, 15.3775005340576, 4.0, please take a bath this
231646.092679333, 231646.576120625, 13.1499996185303, 4.0, please take a bath this i
231646.8090615, 231647.159449583, 14.3049983978271, 4.0, please take a bath this on
231647.409122917, 231647.776070417, 13.3150005340576, 4.0, please take a bath this mom
231648.092568833, 231648.609434458, 21.1525001525879, 4.0, please take a bath this know
231648.79253475, 231649.126235208, 7.04500007629395, 4.0, please take a bath this month
the generation gap gets wider, 122, word, 39
231651.159722167, 231652.07603325, 16.1199989318848, 4.0, p
231652.342813625, 231652.576348792, 6.22000026702881, 4.0, of
231652.759410208, 231652.958167417, 8.44750022888184, 4.0, the
231653.75986425, 231655.876628667, 5.14750003814697, 4.0, the a
231656.426605, 231656.810187625, 6.05500030517578, 4.0, the be
231657.1430485, 231658.093280583, 12.2424983978271, 4.0, the can
231658.443165083, 231658.760148375, 5.23000049591064, 4.0, the gene
231659.126555458, 231660.293648792, 17.2749996185303, 4.0, the genes
231660.810312917, 231661.360253917, 3.00250053405762, 4.0, the camera
231661.726943333, 231662.677044583, 18.0174999237061, 4.0, the depends
231662.893430917, 231663.193486458, 5.39499950408936, 4.0, the generate
231663.343411667, 231663.6603985, 14.1399993896484, 4.0, the generates
231663.810075083, 231664.0270295, 10.5100002288818, 4.0, the generation
231665.043860542, 231665.477277375, 10.1800003051758, 4.0, the generation i
231665.760254583, 231666.010607667, 2.25999975204468, 4.0, the generation he
231666.243591625, 231666.893763333, 15.1300010681152, 4.0, the generation has
231666.243591625, 231666.893763333, 15.1300010681152, 4.0, the generation man
231667.56065625, 231667.627269167, -5.0, 4.0, the generation her
231667.727336542, 231667.792882125, -5.0, 4.0, the generation gao
231667.860787542, 231667.927345625, -5.0, 4.0, the generation jan
231668.044141917, 231668.126041292, -5.0, 4.0, the generation far
231668.1607195, 231668.259618833, -5.0, 4.0, the generation men
231668.560677417, 231668.642800833, -5.0, 4.0, the generation map
231668.894200167, 231668.976137167, -5.0, 4.0, the generation gap
231669.810927208, 231670.161017958, 11.0050010681152, 4.0, the generation gap i
231670.477395792, 231670.860931333, 4.40499973297119, 4.0, the generation gap he
231671.127270583, 231671.94420425, 23.0500011444092, 4.0, the generation gap new
231672.010752375, 231672.194205292, -0.792500019073486, 4.0, the generation gap have
231672.344156167, 231672.709747625, 18.5124988555908, 4.0, the generation gap never
231673.2279025, 231673.360940083, 100.0, 1.0, the generation gap
231673.2279025, 231673.711143542, 100.0, 1.0, the generation
231674.644533208, 231675.144608333, 6.30249977111816, 4.0, the generation i
231675.444270583, 231675.661095167, 2.09500026702881, 4.0, the generation he
231675.944295792, 231676.5279195, 17.1100006103516, 4.0, the generation has
231675.944295792, 231676.5279195, 17.1100006103516, 4.0, the generation far
231677.1445275, 231677.243381667, -5.0, 4.0, the generation can
231677.32802, 231677.410089917, -5.0, 4.0, the generation her
231677.494843, 231677.544725625, -5.0, 4.0, the generation car
231677.678001583, 231677.743433583, -5.0, 4.0, the generation get
231678.078033708, 231678.176698375, -5.0, 4.0, the generation gao
231679.178157875, 231680.278298083, 1.1875, 4.0, the generation gao a
231680.628085792, 231680.744791542, 100.0, 1.0, the generation gao
231680.628085792, 231681.178132083, 100.0, 1.0, the generation
231681.69490175, 231682.145115083, 8.03500080108643, 4.0, the generation i
231682.444797417, 231682.812023958, 7.21000003814697, 4.0, the generation he
231683.16143425, 231683.678443458, 15.2124996185303, 4.0, the generation her
231683.16143425, 231683.678443458, 15.2124996185303, 4.0, the generation him
231684.195031542, 231684.293764958, -5.0, 4.0, the generation his
231684.378638417, 231684.461836708, -5.0, 4.0, the generation get
231684.545136333, 231684.627249792, -5.0, 4.0, the generation gfp
231684.695137917, 231684.77728925, -5.0, 4.0, the generation hip
231684.878576667, 231684.960476042, -5.0, 4.0, the generation gen
231685.178647625, 231685.244063917, -5.0, 4.0, the generation jim
231685.89513, 231685.993915542, -5.0, 4.0, the generation gdp
231686.145436958, 231686.193930792, -5.0, 4.0, the generation gel
231686.32868175, 231686.393946875, -5.0, 4.0, the generation jen
231686.695269875, 231686.793967917, -5.0, 4.0, the generation men
231686.912073667, 231686.993967417, -5.0, 4.0, the generation ken
231687.1457575, 231687.260693667, -5.0, 4.0, the generation hit
231687.695290583, 231687.810676667, -0.957499980926514, 4.0, the generation ceo
231687.878928667, 231687.960710125, -5.0, 4.0, the generation hil
231688.0294115, 231688.110736958, -5.0, 4.0, the generation hbo
231688.22906175, 231688.310641917, -5.0, 4.0, the generation dip
231688.378754833, 231688.46069625, -5.0, 4.0, the generation kip
231688.528737667, 231688.610755792, -5.0, 4.0, the generation min
231689.147897708, 231689.1941015, -5.0, 4.0, the generation fit
231689.278869917, 231689.34559025, -5.0, 4.0, the generation del
231689.479314667, 231689.560730667, -5.0, 4.0, the generation mhm
231689.612190667, 231689.662201417, -5.0, 4.0, the generation let
231689.995390292, 231690.295378875, 100.0, 1.0, the generation
231690.895445708, 231691.712416125, 5.3125, 4.0, the generation a
231691.945302, 231692.178759958, 1.26999998092651, 4.0, the generation ca
231692.478745167, 231692.895526583, 19.2550010681152, 4.0, the generation has
231692.478745167, 231692.895526583, 19.2550010681152, 4.0, the generation far
231693.462323042, 231693.52901175, -5.0, 4.0, the generation car
231693.629638292, 231693.711155917, -5.0, 4.0, the generation eat
231693.8124475, 231693.87931975, -5.0, 4.0, the generation get
231694.062228583, 231694.144631, -5.0, 4.0, the generation cat
231694.295938667, 231694.39465525, -5.0, 4.0, the generation fat
231694.5796375, 231694.67793325, -5.0, 4.0, the generation gas
231694.962532792, 231695.061170167, -5.0, 4.0, the generation her
231695.212780792, 231695.277908042, -5.0, 4.0, the generation bar
231695.429331958, 231695.527941958, -5.0, 4.0, the generation act
231695.648271125, 231695.677942125, -5.0, 4.0, the generation can
231695.89553225, 231695.977891208, -5.0, 4.0, the generation ear
231696.07937125, 231696.161292208, -5.0, 4.0, the generation cbs
231696.329474333, 231696.37792275, -5.0, 4.0, the generation hat
231696.695845958, 231696.794763208, -5.0, 4.0, the generation few
231696.912748833, 231696.977924417, -5.0, 4.0, the generation cas
231697.212709042, 231697.294625583, -5.0, 4.0, the generation bat
231697.396071958, 231697.461399292, -5.0, 4.0, the generation fbs
231697.829295375, 231697.928033292, -5.0, 4.0, the generation day
231698.179340708, 231698.27937975, -5.0, 4.0, the generation cap
231698.4795, 231698.5614035, -5.0, 4.0, the generation gao
231698.64600425, 231698.761452792, -5.0, 4.0, the generation gap
231699.779914042, 231700.279597042, 5.3125, 4.0, the generation gap a
231700.512636417, 231700.829594167, 4.15750026702881, 4.0, the generation gap be
231701.162588167, 231702.362979958, 20.5749988555908, 4.0, the generation gap get
231702.629412333, 231703.278548375, 18.0174999237061, 4.0, the generation gap gets
231704.229811167, 231705.663242917, 20.4099998474121, 4.0, the generation gap gets u
231705.929904292, 231706.213253125, 4.23999977111816, 4.0, the generation gap gets we
231706.563034375, 231706.846410625, 3.33249950408936, 4.0, the generation gap gets the
231707.063088667, 231707.296633208, 6.13749980926514, 4.0, the generation gap gets read
231707.596658458, 231708.178729125, 16.4499988555908, 4.0, the generation gap gets their
231707.596658458, 231708.178729125, 16.4499988555908, 4.0, the generation gap gets radio
231708.813266958, 231708.895357542, -5.0, 4.0, the generation gap gets refer
231708.996755917, 231709.062126667, -5.0, 4.0, the generation gap gets races
231709.130320625, 231709.212196208, -5.0, 4.0, the generation gap gets reads
231709.280078875, 231709.330101083, -5.0, 4.0, the generation gap gets seeds
231709.379907125, 231709.463564417, -5.0, 4.0, the generation gap gets video
231709.513444333, 231709.578856667, -5.0, 4.0, the generation gap gets safer
231709.613534875, 231709.695426208, -5.0, 4.0, the generation gap gets weeks
231710.363553333, 231710.4288865, -5.0, 4.0, the generation gap gets sheep
231710.646847875, 231710.71230225, -5.0, 4.0, the generation gap gets sheer
231710.846925208, 231710.912349417, -5.0, 4.0, the generation gap gets sides
231711.063561167, 231711.095706625, -5.0, 4.0, the generation gap gets react
231711.596903125, 231711.696836792, -5.0, 4.0, the generation gap gets wages
231711.930298958, 231712.029042667, -5.0, 4.0, the generation gap gets radar
231712.130359333, 231712.195627167, -5.0, 4.0, the generation gap gets right
231712.363847208, 231712.445649208, -5.0, 4.0, the generation gap gets vibes
231713.163636417, 231713.278950292, -0.792500019073486, 4.0, the generation gap gets rebel
231713.347039917, 231713.42914775, -5.0, 4.0, the generation gap gets wider
experience is hard to come by, 30, word, 40
231715.529109708, 231716.113916292, 5.23000049591064, 4.0, a
231716.413640583, 231717.214050208, 22.1424999237061, 4.0, by
231717.547171833, 231718.230684, 14.0574989318848, 4.0, fun
231718.49740875, 231718.747374375, 4.07499980926514, 4.0, fund
231719.030743083, 231720.3806955, 16.3674983978271, 4.0, funds
231720.664212333, 231720.94769275, 6.05500030517578, 4.0, expand
231721.330782167, 231721.780892167, 5.47749996185303, 4.0, dynamic
231722.047725667, 231723.414475042, 16.7800006866455, 4.0, hundreds
231723.681011458, 231723.997768917, 7.04500007629395, 4.0, expanding
231724.281120875, 231724.480992417, 4.07499980926514, 4.0, experience
231725.231183417, 231726.49801375, 11.5, 4.0, experience i
231726.797563833, 231727.496542667, 19.3374996185303, 4.0, experience it
231726.797563833, 231727.496542667, 19.3374996185303, 4.0, experience is
231728.648017667, 231729.164739833, 5.06500053405762, 4.0, experience is a
231729.381151042, 231729.59815275, 3.16750049591064, 4.0, experience is be
231729.91449725, 231730.664887875, 18.2649993896484, 4.0, experience is has
231730.96458075, 231731.164682625, 2.09500026702881, 4.0, experience is data
231730.96458075, 231731.164682625, 2.09500026702881, 4.0, experience is case
231731.914856458, 231731.981548208, -5.0, 4.0, experience is care
231732.065172208, 231732.131651208, -5.0, 4.0, experience is have
231732.19828575, 231732.330341833, -5.0, 4.0, experience is here
231732.548611667, 231732.613847875, -5.0, 4.0, experience is hard
231733.448401167, 231734.44840925, 20.4099998474121, 4.0, experience is hard u
231734.69843575, 231735.113837208, 16.6149997711182, 4.0, experience is hard to
231736.215225042, 231736.581907833, 4.23999977111816, 4.0, experience is hard to a
231736.898347667, 231737.398725333, 15.0475006103516, 4.0, experience is hard to do
231737.698571167, 231738.048739625, 11.2525005340576, 4.0, experience is hard to all
231738.315028292, 231738.498518583, 6.63249969482422, 4.0, experience is hard to come
231739.382103917, 231739.915466708, 6.05500030517578, 4.0, experience is hard to come i
231740.265175708, 231741.214053417, 24.2875003814697, 4.0, experience is hard to come by
you should visit a doctor, 75, word, 41
231907.592934917, 231908.876583792, 25.4425010681152, 4.0, z
231909.17657175, 231909.643242375, 13.3150005340576, 4.0, to
231909.943305375, 231910.510232292, 27.3400001525879, 4.0, why
231909.943305375, 231910.510232292, 27.3400001525879, 4.0, wow
231911.460214167, 231911.543218042, -5.0, 4.0, toy
231911.643437208, 231911.692094875, -5.0, 4.0, try
231911.760117167, 231911.89217075, -5.0, 4.0, toys
231911.960032125, 231912.010136083, -5.0, 4.0, town
231912.260134375, 231912.325464958, -5.0, 4.0, toxic
231912.576802208, 231912.642112625, -5.0, 4.0, tower
231912.76011575, 231912.810106792, -5.0, 4.0, vivo
231913.310262958, 231913.526866667, 100.0, 1.0, 
231913.310262958, 231915.593555125, 21.2350006103516, 4.0, v
231915.877099625, 231916.393737458, 14.1399993896484, 4.0, to
231916.643508458, 231917.208958125, 19.0075016021729, 4.0, you
231918.377217167, 231919.177105333, 25.3600006103516, 4.0, you z
231919.443885125, 231919.777409833, 5.47749996185303, 4.0, you we
231920.077375417, 231920.577427167, 13.3150005340576, 4.0, you who
231920.84400775, 231921.360756458, 20.2449989318848, 4.0, you went
231921.6606445, 231922.0774475, 11.0050010681152, 4.0, you wants
231922.344104125, 231922.6608415, 6.13749980926514, 4.0, you though
231922.344104125, 231922.6608415, 6.13749980926514, 4.0, you temple
231923.510781792, 231923.609672292, -5.0, 4.0, you tenure
231923.677708917, 231923.759662417, -5.0, 4.0, you wilson
231923.827613, 231923.909546125, -5.0, 4.0, you thought
231923.960910958, 231924.109475167, -5.0, 4.0, you whitney
231924.177752792, 231924.243155667, -5.0, 4.0, you vertical
231924.460912208, 231924.509788, -5.0, 4.0, you whitman
231924.644305167, 231924.726532792, -5.0, 4.0, you thoughts
231925.027481833, 231925.142993083, -5.0, 4.0, you temples
231925.294380833, 231925.3596825, -5.0, 4.0, you terrible
231925.544110167, 231925.60980725, -5.0, 4.0, you template
231925.794421125, 231925.84303375, -5.0, 4.0, you terrific
231925.961151417, 231926.026492542, -5.0, 4.0, you testify
231926.67759325, 231926.894271542, 100.0, 1.0, you
231927.844323208, 231928.527959708, 17.1100006103516, 4.0, you q
231928.7775055, 231929.127685583, 6.05500030517578, 4.0, you of
231929.344212708, 231929.694516542, 16.1199989318848, 4.0, you per
231930.127721667, 231930.544468667, 20.1625003814697, 4.0, you sept
231930.861158, 231931.19468475, 11.2525005340576, 4.0, you serum
231931.461436125, 231931.678019583, 5.3125, 4.0, you should
231932.528123583, 231933.744979833, 17.2749996185303, 4.0, you should r
231934.061504208, 231934.361603792, 6.38500022888184, 4.0, you should of
231934.711295292, 231935.994915083, 21.5650005340576, 4.0, you should new
231936.244733167, 231936.595073917, 7.375, 4.0, you should site
231936.778062333, 231937.160371667, 22.0599994659424, 4.0, you should never
231936.778062333, 231937.160371667, 22.0599994659424, 4.0, you should sites
231937.79506575, 231937.893851875, -5.0, 4.0, you should river
231937.97842475, 231938.060536583, -5.0, 4.0, you should rates
231938.145141833, 231938.210431333, -5.0, 4.0, you should peter
231938.27860275, 231938.344025125, -5.0, 4.0, you should threw
231938.361895458, 231938.443809667, -5.0, 4.0, you should screw
231938.495338042, 231938.543877208, -5.0, 4.0, you should taxes
231938.61175125, 231938.643974042, -5.0, 4.0, you should visit
231939.978580833, 231940.211984125, 1.10500001907349, 4.0, you should visit a
231942.295365417, 231942.828756167, 3.25, 4.0, you should visit a a
231943.145254833, 231943.49544075, 13.3150005340576, 4.0, you should visit a an
231943.812334542, 231944.295531708, 4.32250022888184, 4.0, you should visit a and
231944.628641375, 231945.5122235, 18.1000003814697, 4.0, you should visit a does
231945.745291, 231946.19570825, 12.2424983978271, 4.0, you should visit a clark
231946.528972, 231947.429233958, 19.0075016021729, 4.0, you should visit a doctor
231947.512175333, 231947.695801583, 4.15750026702881, 4.0, you should visit a british
231949.262717083, 231949.362429625, 100.0, 1.0, you should visit a
231950.212711167, 231950.796251875, 5.3125, 4.0, you should visit a a
231951.095660625, 231951.445952125, 11.5825004577637, 4.0, you should visit a in
231951.745764125, 231951.929442292, 1.02250003814697, 4.0, you should visit a and
231952.329478208, 231953.0461995, 24.2049999237061, 4.0, you should visit a clay
231953.312836167, 231953.6795825, 13.3150005340576, 4.0, you should visit a album
231953.962883458, 231954.329776292, 6.13749980926514, 4.0, you should visit a clause
231954.462814708, 231954.812869375, 1.26999998092651, 4.0, you should visit a focused
231955.06289325, 231955.529704292, 100.0, 1.0, you should visit a clause
231955.06289325, 231956.579497708, 100.0, 1.0, you should visit a album
231955.06289325, 231957.561864583, 15.1300010681152, 4.0, you should visit a amazon
231955.06289325, 231957.561864583, 15.1300010681152, 4.0, you should visit a flavor
231958.496425917, 231958.561811625, -5.0, 4.0, you should visit a doctor
file all complaints in writing, 29, word, 42
231963.163431042, 231963.746906375, 5.23000049591064, 4.0, a
231964.046600458, 231964.380190292, 8.03500080108643, 4.0, be
231964.679832, 231965.213586125, 10.0150003433228, 4.0, big
231965.4966505, 231965.746796333, 4.48750019073486, 4.0, file
231966.7137905, 231966.913749583, 1.02250003814697, 4.0, file a
231967.214069, 231967.6305115, 17.2749996185303, 4.0, file as
231967.930209833, 231968.19588775, 9.60249996185303, 4.0, file are
231967.930209833, 231968.19588775, 9.60249996185303, 4.0, file and
231968.830280542, 231968.912470125, -5.0, 4.0, file ask
231968.997300208, 231969.047216667, -5.0, 4.0, file all
231970.047282333, 231970.380574292, 3.08500003814697, 4.0, file all a
231970.647071583, 231971.480830833, 14.2224998474121, 4.0, file all do
231971.730380875, 231972.097469042, 16.3674983978271, 4.0, file all for
231972.413746208, 231972.997504333, 16.1199989318848, 4.0, file all also
231973.263810625, 231973.597230167, 10.2624998092651, 4.0, file all among
231973.947517875, 231974.580763958, 3.08500003814697, 4.0, file all couple
231974.880850958, 231975.197617333, 6.30249977111816, 4.0, file all applied
231975.497741, 231975.880953792, 17.1925010681152, 4.0, file all consider
231976.314280667, 231976.997809208, 19.4200000762939, 4.0, file all considers
231977.230826542, 231977.714273125, 16.2024993896484, 4.0, file all complaints
231978.647790833, 231979.047789167, 9.19000053405762, 4.0, file all complaints i
231979.297579333, 231979.864590958, 15.1300010681152, 4.0, file all complaints in
231980.84801775, 231982.214698583, 19.0900001525879, 4.0, file all complaints in s
231982.51460225, 231983.898254875, 18.1000003814697, 4.0, file all complaints in to
231984.147833, 231984.481514958, 9.10750007629395, 4.0, file all complaints in use
231984.731142458, 231985.731610375, 18.1000003814697, 4.0, file all complaints in trip
231986.031691208, 231986.498355958, 7.12750053405762, 4.0, file all complaints in using
231986.748365333, 231987.248460333, 10.0975008010864, 4.0, file all complaints in stitch
231987.481691042, 231987.763749042, 8.11750030517578, 4.0, file all complaints in writing
the accident scene is a shrine for fans, 53, word, 43
231990.031901958, 231991.79871175, 17.1100006103516, 4.0, q
231992.098438, 231992.698953958, 11.1700000762939, 4.0, to
231992.998434208, 231993.29880825, 3.25, 4.0, the
231994.115581875, 231994.365558583, 2.09500026702881, 4.0, the a
231994.665538542, 231994.932172375, 3.00250053405762, 4.0, the be
231995.298923042, 231995.565616083, 2.09500026702881, 4.0, the bad
231996.065626875, 231996.482181292, 8.28250026702881, 4.0, the back
231996.782015417, 231997.065708875, 2.17750024795532, 4.0, the added
231997.365395542, 231997.598682042, 4.40499973297119, 4.0, the decide
231997.949062833, 231998.515831792, 13.2325000762939, 4.0, the decides
231998.832436583, 232000.699154667, 16.0375003814697, 4.0, the accident
232001.899461042, 232003.066078792, 17.0275001525879, 4.0, the accident q
232003.382574292, 232003.616202292, 1.02250003814697, 4.0, the accident of
232003.899161, 232005.933148125, 4.73499965667725, 4.0, the accident see
232006.232716292, 232006.632954958, 12.2424983978271, 4.0, the accident pack
232006.882751458, 232007.03300875, 2.17750024795532, 4.0, the accident table
232006.882751458, 232007.03300875, 2.17750024795532, 4.0, the accident scene
232008.31639975, 232008.966453083, 12.1599998474121, 4.0, the accident scene i
232009.266150458, 232010.6831565, 15.0475006103516, 4.0, the accident scene in
232009.266150458, 232010.6831565, 15.0475006103516, 4.0, the accident scene on
232011.399968583, 232011.499879083, -5.0, 4.0, the accident scene no
232011.5501245, 232011.650039833, -5.0, 4.0, the accident scene or
232011.750119917, 232011.832039625, -5.0, 4.0, the accident scene is
232012.683325333, 232012.916697125, 1.10500001907349, 4.0, the accident scene is a
232013.900190375, 232017.150358833, 17.1925010681152, 4.0, the accident scene is as
232017.450096167, 232017.800570208, 6.05500030517578, 4.0, the accident scene is are
232018.1668435, 232019.166931167, 15.1300010681152, 4.0, the accident scene is does
232019.450340875, 232019.850566292, 9.02500057220459, 4.0, the accident scene is bring
232020.233830917, 232021.600658167, 15.0475006103516, 4.0, the accident scene is brings
232021.850657, 232022.067273417, 4.15750026702881, 4.0, the accident scene is arising
232021.850657, 232022.067273417, 4.15750026702881, 4.0, the accident scene is evening
232023.134007458, 232023.182693458, -5.0, 4.0, the accident scene is arguing
232023.284007917, 232023.382690667, -5.0, 4.0, the accident scene is cuisine
232023.450776333, 232023.532747375, -5.0, 4.0, the accident scene is british
232023.617382375, 232023.684060458, -5.0, 4.0, the accident scene is english
232025.36747325, 232025.450800667, 100.0, 1.0, the accident scene is
232026.15079925, 232026.551009667, 3.00250053405762, 4.0, the accident scene is a
232027.700896708, 232029.201252958, 18.0174999237061, 4.0, the accident scene is a r
232029.484512333, 232029.85108825, 9.10750007629395, 4.0, the accident scene is a of
232030.284493, 232031.217892417, 14.1399993896484, 4.0, the accident scene is a who
232031.617904833, 232031.984805792, 9.10750007629395, 4.0, the accident scene is a time
232032.267657625, 232032.701435875, 13.0675010681152, 4.0, the accident scene is a think
232032.917685875, 232033.150048, 6.13749980926514, 4.0, the accident scene is a single
232032.917685875, 232033.150048, 6.13749980926514, 4.0, the accident scene is a timing
232033.9181685, 232034.00005175, -5.0, 4.0, the accident scene is a remind
232034.101654542, 232034.166740875, -5.0, 4.0, the accident scene is a shrine
232035.234903542, 232035.751573667, 3.00250053405762, 4.0, the accident scene is a shrine a
232036.001280792, 232036.418321875, 13.4799995422363, 4.0, the accident scene is a shrine an
232036.718064375, 232037.383803917, 19.0900001525879, 4.0, the accident scene is a shrine for
232038.635008833, 232039.018465708, 5.47749996185303, 4.0, the accident scene is a shrine for a
232039.26818125, 232039.468364625, 2.09500026702881, 4.0, the accident scene is a shrine for be
232039.701485625, 232040.318446, 12.2424983978271, 4.0, the accident scene is a shrine for can
232040.584835875, 232042.401998208, 18.1824989318848, 4.0, the accident scene is a shrine for fans
i can still feel your presence, 26, word, 44
232044.852109292, 232045.268893042, 8.19999980926514, 4.0, i
232046.335583583, 232046.718963667, 0.115000247955322, 4.0, i a
232046.985541042, 232047.235634958, 1.1875, 4.0, i be
232047.569001958, 232048.46911225, 14.3874988555908, 4.0, i can
232049.469109875, 232051.085827417, 20.4099998474121, 4.0, i can u
232051.602620583, 232052.419344917, 18.0174999237061, 4.0, i can to
232052.685628917, 232052.952660625, 5.3125, 4.0, i can use
232053.235806792, 232053.569469667, 13.6450004577637, 4.0, i can step
232053.836042083, 232054.101465125, 14.1399993896484, 4.0, i can still
232055.052788708, 232055.469624458, 6.05500030517578, 4.0, i can still i
232055.669190625, 232055.96939425, 4.23999977111816, 4.0, i can still he
232056.269276542, 232056.552676833, 4.07499980926514, 4.0, i can still had
232056.8859875, 232057.336243083, 14.2224998474121, 4.0, i can still been
232056.8859875, 232057.336243083, 14.2224998474121, 4.0, i can still feel
232058.603034083, 232060.869831542, 23.0500011444092, 4.0, i can still feel x
232061.13613925, 232062.569915792, 16.1199989318848, 4.0, i can still feel to
232062.903328792, 232063.870040917, 20.2449989318848, 4.0, i can still feel you
232064.203412833, 232065.303503, 19.2550010681152, 4.0, i can still feel your
232066.170635792, 232067.120259292, 15.2124996185303, 4.0, i can still feel your o
232067.436705833, 232068.653675167, 17.1925010681152, 4.0, i can still feel your or
232068.903343417, 232069.203422417, 4.23999977111816, 4.0, i can still feel your one
232069.536850125, 232070.970603833, 18.1000003814697, 4.0, i can still feel your over
232071.270584125, 232071.587096417, 3.16750049591064, 4.0, i can still feel your opera
232071.903832583, 232072.570680375, 13.0675010681152, 4.0, i can still feel your travel
